CodeId	Abbreviation
2714	sy-suhti
2715	u-suhti
2716	-xykrom
2717	b-hb-smet
2718	s-sulfam
2720	u-syanid
2721	s-sydlab
2722	du-camp
2723	p-camp
2724	u-camp
2725	s-sylrab
2726	pt-syaika
2727	s-cmvab
2728	u-cmvvi
2729	l-sytotok
2730	-sasc-o
2731	s-tl
2732	s-teikab
2733	s-teofy
2735	s-testo
2736	s-testo-v
2737	s-shbg
2738	s-clteab
2743	s-tiosyan
2744	s-tob
2749	s-toxoabg
2750	s-toxoabm
2751	-toxovi
2753	pt-tolb-r
2754	f-toukka
2755	du-transf
2756	fs-transf
2757	u-transf
2758	s-cbg
2759	s-tpha
2762	pt-trh-r1
2763	pt-trh-r2
2764	fl-trihina
2765	f-tricna
2766	fl-trihivi
2769	as-trigly
2770	fs-trigly
2771	pf-trigly
2772	s-t3
2773	pt-t3sup-r
2774	s-t3r
2775	s-t3-v
2776	s-t3u
2777	s-trspab
2778	u-tca
2779	u-tca-o
2780	u-tcetoh
2781	e-tpi
2782	p-trombai
2783	p-aptt
2791	b-trom
2795	pt-trom1/2
2796	b-tab-ty
2801	b-tryp-o
2802	s-trypab
2803	-trypna
2804	dj-tryps
2805	du-tryps
2806	fs-tryps
2807	pa-tryps
2808	f-tryps-o
2810	-tbhe
2812	-tbvi
2813	-tbvr
2814	s-tubmab
2815	s-morbab
2816	-frtuab
2818	-frtuvi
2819	s-ana
2821	pt-st-temp
2823	pt-st-et
2824	pt-st-vib
2825	s-tymsam
2826	du-n
2827	u-n
2828	s-tygl
2829	s-tyglab
2830	s-tygliab
2831	s-tymsab
2832	s-tsh
2833	s-trh
2834	s-t4
2835	s-tbg
2836	s-t4-v
2837	s-t4u
2838	s-tyros
2840	pt-t�rkk-r
2841	f-t�rkk-o
2842	pt-sydtaha
2843	af-un�k�-o
2844	as-un�k�-o
2845	f-un�k�-o
2846	gj-un�k�-o
2847	li-un�k�-o
2848	pf-un�k�-o
2849	sy-un�k�-o
2850	u-un�k�-o
2852	pt-pef
2853	pt-hengalp
2854	pt-brdil
2855	pt-histamp
2856	pt-kylm�p
2857	pt-metakp
2858	pt-pef-pa
2859	pt-pef-ras
2860	pt-pef-ty�
2861	pt-pef-vrk
2862	f-mikros
2883	du-uraat
2884	s-uraat
2885	sy-uraat
2886	u-uraat
2887	du-urea
2888	fs-urea
2889	sa-urea
2890	u-urea
2892	pt-urea-cl
2893	f-urob
2894	u-urob
2895	f-urob-o
2896	u-urob-o
2897	du-ubg
2898	f-ubg
2899	f-ubg-o
2900	u-ubg-o
2901	u-uropep
2902	du-uporf
2903	u-uporf-o
2905	e-pbgd
2906	s-vaccab
2907	b-vakuly
2908	s-valpr-v
2909	pt-vp-rr
2910	pt-vp-ple
2912	pt-vp-dop
2914	pt-vp-kat
2916	pt-vvp-lsp
2918	pt-vp-kylp
2919	pt-vp-pa
2922	-vzvvi
2923	s-vzvab
2924	pt-sydkatl
2925	pt-sydangl
2926	pt-koroang
2932	fp-vip
2934	pt-vkg
2935	b-xkoe
2938	pt-bcirc
2939	pt-rr
2940	pt-bvol
2941	af-veri-o
2942	as-veri-o
2944	li-veri-o
2945	pf-veri-o
2946	sy-veri-o
2947	u-veri-o
2950	e-vr-ty
2951	e-aborh
2952	s-aboab
2953	s-vrab-o
2955	b-vrabtu1
2956	p-aboabg
2957	p-aboabm
2958	pt-vesi-r
2959	-vesitut
2960	s-rubeab
2961	s-rubeabm
2962	s-rubeabg
2966	-virag
2967	s-virab
2972	s-virsabg
2973	s-virsabm
2975	-virvi
2976	-virna
2977	b-viskos
2978	p-viskos
2979	s-viskos
2980	sy-viskos
2982	pt-vuotaii
2983	pt-kons-r
2985	s-yersab
2986	s-yersaba
2987	s-yersabg
2988	s-yersabm
2989	f-yersvi
2990	af-ada
2991	s-ada
2992	u-atp
2993	p-adrnor
2994	s-albgly
2996	s-afp-o
2997	di-al
2998	s-al
2999	s-amfet-o
3000	s-ami
3003	s-amobr-o
3004	s-amyl-ma
3006	s-asat-mc
3007	s-asat-cy
3008	am-b2miglo
3009	sa-b2miglo
3010	pt-b2mi-cl
3011	du-btg
3012	p-btg
3013	s-bubar-o
3014	s-c1
3015	e-coomb-o
3017	s-diats-o
3018	s-fenyt-o
3019	b-digoks
3020	ts-digoks
3021	u-disul-o
3022	s-enaab
3023	s-ecaab
3024	du-epiandr
3025	du-epitest
3026	du-e1+e2
3027	nu-e1+e2
3028	s-eta
3029	s-etoh-o
3030	u-etklv-o
3031	s-fenob-o
3032	s-fensy-o
3033	as-fihy-o
3034	pf-fihy-o
3035	sy-fihy-o
3036	p-fpa
3037	p-fpb
3038	s-flupa-o
3041	li-gly
3042	b-hb-ief
3044	s-heroi-o
3047	pt-igg-cl
3048	ts-igc3
3049	s-igaab
3050	s-cic
3051	tf-ic
3052	p-insu-v
3053	-syto
3054	s-inh
3055	pt-inh-r
3056	u-inh-o
3057	b-ipro
3058	s-campab
3059	s-tsab
3060	s-klona
3061	s-klona-o
3063	u-klora-o
3064	s-cldia-o
3066	p-c3aktt
3067	p-c4aktt
3068	tf-c3
3069	tf-c4
3070	s-kodei-o
3071	s-ck-b
3072	s-ck-m
3073	s-ksyl
3074	u-ksyl
3075	ly-hlab27
3076	s-ld-1
3077	s-ld-5
3078	me-lanug-o
3079	b-la-mi
3080	sy-leuk
3082	fs-lipoc
3083	s-lorat-o
3084	ts-lhrh
3085	b-lybmark
3086	bm-lybmark
3087	ly-lybdiff
3088	ly-lytdiff
3089	b-mlc
3090	b-lyppds
3092	s-metam-o
3093	s-nipam-o
3094	u-nitr-o
3095	b-nkcml
3097	s-okarba
3098	s-pebar-o
3099	s-perfen
3100	s-plg
3102	s-propr-o
3103	p-pg6kf1a
3104	p-pge2
3105	p-pgf2
3107	gj-fe-o
3108	s-sebar-o
3109	s-rif
3110	s-so4
3111	pt-sulfa-r
3112	du-cgmp
3113	p-cgmp
3114	u-cgmp
3115	pt-camp-cl
3116	s-teofy-o
3117	s-tiopen
3118	s-tiorid
3119	p-tiosyan
3122	p-txb2
3123	b-aptt
3125	b-tromfu
3126	s-tba
3127	s-tbpa
3129	sy-diffi
3130	s-salis-o
3132	pt-crh-r
3133	as-alb
3134	du-alb
3135	p-afukos
3136	p-agalak
3137	p-aglukos
3138	p-aman-is
3139	du-aminh-o
3140	du-nh4-ion
3141	pf-amyl
3142	s-amyl-ic
3143	s-aa
3144	s-aal
3145	pt-anoman
3146	du-antran
3147	du-aromhi
3148	du-as
3149	p-aryls-a
3150	s-asetam
3153	du-b12-vit
3154	u-baktalv
3155	du-barb
3156	du-barb-fr
3157	b-baso
3158	p-bgalak
3159	p-bglukur
3160	du-b2miglo
3161	du-br
3162	f-clditox
3163	s-d-1
3164	s-d3-25
3165	s-d-24
3166	s-dheas
3168	s-doksep
3169	fs-e-vit
3170	du-hg
3171	pt-e2-r
3172	u-etgly-o
3173	du-f
3174	du-folaat
3175	u-thgprot
3176	p-hfos
3177	du-hapot
3178	ab-o2-vol%
3179	vb-o2-vol%
3181	f-hb-o
3182	pt-pco2tc
3187	du-hippur
3189	pf-hyalur
3190	sy-hyalur
3191	li-5hiaa
3192	s-igg-sc
3193	li-ig-mc
3194	li-ig-oc
3197	du-i
3198	du-cd
3199	se-k
3200	du-kallik
3201	di-ca
3202	fs-ca-uf
3203	s-karbae
3205	pt-klomi-r
3206	se-cl
3207	pf-kol
3208	s-kolhdl2
3209	s-kolhdl3
3210	pt-hcg-r1
3211	s-kors-bc
3212	s-ck-mbic
3213	du-cr
3214	du-ksan
3215	du-au
3216	af-laktaat
3217	sy-laktaat
3218	as-ld
3219	-lepnvr
3220	s-hlipaas
3221	s-lpl
3222	du-li
3223	b-ly
3224	s-l��ke-o
3225	du-mandel
3226	s-maprot
3227	u-moma
3228	du-methipp
3229	u-methipp
3230	b-monos
3231	li-mbp
3232	p-naag
3233	p-nabg
3234	p-nabg-is
3235	se-na
3236	s-net
3238	b-neut
3239	du-ni
3240	ab-hbo2
3241	vb-hbo2
3242	s-gpenige
3243	s-vpenige
3244	s-napa
3245	du-iep
3246	du-fe
3248	du-sial
3249	s-sis
3250	di-solut
3252	s-igf2
3253	s-igf1
3254	ts-suda-vr
3255	s-sultiam
3256	du-syanid
3257	s-t3ab
3258	s-t3rab
3259	s-t4ab
3260	bm-tdt-vr
3261	l-tdt-vr
3262	pt-testo-r
3263	li-tpha
3264	du-tca
3265	du-tcetoh
3266	s-trimip
3268	u-tutk-1
3269	u-tutk-2
3270	u-tutk-3
3271	s-tiab
3272	s-thab
3275	s-un�k�-o
3277	s-van
3278	s-aktab
3279	s-brucabg
3280	s-brucabm
3281	s-c3nef
3283	e-c3bres
3284	s-glomab
3285	s-gcabg
3286	s-gcabm
3287	-hibag
3288	s-igasekr
3289	se-igasekr
3290	li-igg/alb
3291	li-ige/alb
3292	s-campabg
3293	s-campabm
3294	-chtrag
3295	li-c3
3296	pf-c3
3297	li-c4
3298	pf-c4
3299	li-ch50
3300	pf-ch50
3301	tf-ch50
3303	s-legiabg
3304	s-legiabm
3305	s-listabg
3306	s-listabm
3307	b-lyoids
3308	b-lyspas
3310	-nemeag
3311	s-bopeaba
3312	s-bopeabg
3313	s-bopeabm
3314	s-rfaba
3315	s-rfabg
3316	s-rfabm
3317	s-rnpab
3318	s-salmabg
3319	s-salmabm
3320	s-shigabg
3321	s-shigabm
3322	s-ssaab
3323	s-ssbab
3324	s-smab
3325	-strbag
3326	-stpnag
3330	s-frtuabg
3331	s-frtuabm
3340	pf-alb
3341	f-antitry
3342	pf-a1glypr
3344	pt-glkg-r2
3346	s-havab
3347	s-hbcabm
3355	p-vuotot
3356	bf-iga
3357	bf-igg
3358	bf-igm
3362	li-kardab
3363	sy-c3
3364	sy-c4
3365	s-lana-c
3366	fl-leuk
3367	li-lydiff
3377	-rf-o
3379	s-sappih
3380	pt-sekr-r2
3388	pt-pol
3389	u-v
3390	pt-trem
3394	li-virab
3395	p-hb-o
3396	p-dopam
3397	pf-ast
3398	s-ch50
3399	s-agaaba
3400	s-agaabg
3401	s-immfix
3402	u-immfix
3403	du-immfix
3404	li-immfix
3409	b-li
3410	e-li
3411	nu-gluk
3412	s-ca19-9
3413	sy-ast
3414	s-ca12-5
3415	s-ca50
3416	b-soluvi
3417	bm-soluvi
3418	pt-ph2-ex
3419	pt-ph2-exr
3420	ab-po2-r
3421	pt-pencirc
3422	pt-mkg
3423	pt-sydmtrb
3424	pt-heliike
3425	du-alb-mi
3426	li-ace
3427	s-achr-ab
3428	fs-b1-vit
3429	s-b6-vit
3430	u-etgly
3431	s-flip-a2
3433	s-myogl-o
3434	s-nse
3435	p-pc
3436	s-sial
3437	e-gshp
3438	s-oxpam-o
3439	b-tromagg
3440	pf-ace
3441	-mican
3442	f-baktvi1
3443	f-baktvi2
3444	f-crypvr
3445	u-dcpa
3446	u-mcpa
3447	e-gadp
3448	u-hd
3449	s-hcg-o
3450	li-igg-ind
3451	u-igg-ind
3452	s-igg/alb
3453	b-isyys-1
3454	b-isyys-2
3455	u-canna-o
3456	u-co
3457	se-leuk
3458	pu-diffi
3459	fs-lipoa2
3460	u-pb-alk
3461	du-oligs
3462	du-oligs-o
3464	u-pcp
3465	f-polivi
3466	b-nproh
3467	s-rabiab
3468	-cmvag
3469	u-tcp
3470	b-tolu
3471	-hivag-o
3472	b-hivab
3473	s-hivab
3474	-hivvi
3475	gj-hb-o
3476	e-tk
3477	b-tceta
3478	s-protgly
3479	fs-fa-fr
3487	b-tromabo
3488	-mbcae
3490	-bakanlm
3491	pu-baktvi1
3492	pu-baktvi2
3493	ex-baktvi
3494	f-cldivi
3495	-codilm
3496	f-epecty
3497	s-ftaigm
3498	ps-gcvi
3499	-hity
3500	s-klopi
3501	-legity
3502	b-lytuls
3503	-nemety
3504	s-mprab
3505	-stpnty
3506	-sienlm
3508	pu-sienvi
3509	sk-sienvi
3510	-stauft
3511	-trpaag
3513	-yersty
3514	mm-hygvi
3515	sp-sperab
3516	cf-sperab
3517	cf-pct
3518	cf-sperpen
3519	sp-sperhop
3520	s-dengab
3521	s-hdvab
3522	s-chpsab
3523	s-chtrabm
3525	s-infab
3526	s-inkoab
3527	s-sindab
3528	s-puumabm
3529	-vzvag
3532	pt-eneg-et
3533	pt-eneg-2
3534	pt-erg-et
3541	pt-tms-s
3542	pt-psg
3543	pt-psg-et
3544	pt-ref-bul
3545	pt-ref-mas
3546	pt-ref-bli
3548	s-histab
3550	s-rf
3551	se-likvo-o
3552	s-borrab
3553	s-alligg
3554	pt-pisto-r
3557	cu-alb
3558	sa-prog
3559	sa-amyl
3560	sa-ph
3561	sa-ph-s
3562	sa-lzm
3563	sa-amyl-s
3564	sa-strmuvi
3565	pt-saer
3566	pt-saer-s
3567	sa-iga-s
3568	sa-igg-s
3569	sa-igm-s
3570	sa-lacbvi
3571	sa-buff
3572	sa-buff-s
3573	sa-17hprog
3574	sa-testo
3577	p-ps-ag
3578	p-lupusak
3579	vb-o2-sis
3580	zb-o2-sis
3581	cb-o2-vol%
3582	zb-o2-vol%
3583	pt-sydtami
3584	f-baktvi3
3585	s-hibab
3586	-chpnab
3587	s-ca15-3
3588	u-dolikol
3589	fs-lipoe
3590	df-rasva
3591	f-rasva
3592	s-tati
3593	u-tati
3594	s-osteoca
3595	pt-kvh-1
3596	pt-kvh-2
3597	pt-ssr
3599	pt-ref-et
3600	pt-esophpa
3601	pt-autherm
3602	pt-hs-muu
3603	fp-renin
3604	-salmty
3605	-shigty
3606	b-cya
3607	s-plab
3608	s-kardaba
3609	s-kardabg
3610	s-kardabm
3612	s-anca
3613	sw-osmol
3614	di-ph
3615	u-etoh
3616	cb-gluk
3617	s-karba-v
3618	fp-korste
3619	f-leuk
3620	li-mtx
3621	s-antib
3622	p-na
3623	du-neopt
3625	-poliab
3626	-pregnlo
3627	fp-renin-m
3628	fp-renin-p
3629	u-amyl-o
3630	-cmvab
3631	li-morbab
3632	li-vzvab
3634	ts-rna
3635	ps-straag
3637	li-hivab
3638	li-puumab
3639	s-scc-ag
3640	s-anpc
3641	cv-kromos
3642	s-psa
3643	-gavavi
3644	-ururvi
3647	ab-vekaas
3648	cb-vekaas
3649	vb-vekaas
3650	zb-vekaas
3652	s-sentab
3653	li-nse
3654	s-tymidk
3655	pf-cea
3656	s-kryog
3657	s-hyalur
3658	fs-proins
3659	mm-fe
3660	b-porf
3661	li-ada
3662	pf-ada
3663	cu-prot
3664	pf-diffi
3665	as-diffi
3666	s-pncaab
3667	u-ph-o
3669	us-tsh
3670	s-propr
3671	s-hivag
3672	s-bendi-o
3673	p-ca-ion
3674	s-trisy-o
3675	e-uporfdc
3676	s-gh-ab
3677	s-sp1
3678	s-ohbut
3679	u-tiosulf
3680	s-retabg
3681	s-valpr
3682	s-piiinp
3683	fs-lipoa
3684	pf-b2miglo
3685	s-triatso
3686	s-tsopik
3687	s-desdiat
3688	s-destrim
3689	s-lorat
3691	p-ni
3692	s-orotaat
3693	s-leisab
3694	s-atry-ty
3695	b-pvk+tmd
3696	b-tvk
3698	pt-ncamp
3699	s-bupiva
3700	s-deksam
3701	s-etidok
3702	s-flekain
3703	s-mpa
3704	s-megesta
3705	s-mpredso
3706	s-predsol
3707	s-predson
3708	s-tokain
3709	s-vrab
3712	pt-brom-r
3713	pt-dxm-r3
3714	pt-desm-r
3715	pt-gluk-r4
3716	pt-gluk-r5
3718	pt-lakt-r2
3719	pt-pent-r1
3720	pt-pent-r2
3721	pt-sapph-r
3723	sp-atp
3724	kl-alb
3726	sy-baktvi
3727	di-hco3
3728	pu-crp
3729	s-ema
3732	sy-eryt
3733	s-frukt
3734	fp-18hkors
3735	s-iga-sc
3736	df-k
3737	kl-k
3738	mm-k
3739	mm-ca
3740	df-cl
3741	ts-kromos
3742	b-ksyl
3743	di-leuk
3744	b-hemafc
3745	bm-hemafc
3746	ts-hemafc
3747	sy-ly
3748	b-mn
3749	df-na
3750	kl-na
3751	mm-na
3753	cu-c-pept
3754	di-prot
3755	mm-prot
3756	s-tbeab
3757	cu-sulfam
3759	pt-ghrh-r
3761	s-ihotaba
3762	s-ihotabg
3763	s-picp
3764	s-lamab
3765	s-scl70ab
3767	s-pm1ab
3768	s-pcnaab
3769	s-rrnpab
3770	s-anagr
3771	b-apob-d
3772	b-agu-d
3773	am-agu-d
3774	pl-agu-d
3775	ts-agu-d
3776	fe-b2-vit
3777	u-baktjvi
3778	b-bcr-d
3779	bm-bcr-d
3780	ts-bcr-d
3781	b-bcr-mr
3782	bm-bcr-mr
3783	ts-bcr-mr
3784	bl-bal
3785	b-buff-vr
3786	s-chpsabg
3787	fl-clue-o
3788	s-d2-25
3790	b-dna-fp
3791	bm-dna-fp
3792	ts-dna-fp
3797	b-dystr-d
3798	am-dystr-d
3799	fl-dystr-d
3800	f-vtec
3804	s-fakb-ty
3805	s-fluoks
3806	s-flu
3807	bl-foslip
3811	-gcjvi
3812	vb-hbo2sat
3813	f-hhb-o
3815	s-hcvab
3816	p-histam
3817	b-hras-d
3818	bm-hras-d
3819	ts-hras-d
3820	b-hras-mr
3821	bm-hras-mr
3822	ts-hras-mr
3828	p-antifxa
3830	s-iglck
3831	s-iglcl
3832	du-iglck
3833	du-iglcl
3834	s-ige-ps
3835	s-ige-ss
3836	s-allige
3837	b-igh-d
3838	bm-igh-d
3839	ts-igh-d
3847	s-insuaab
3848	s-ipro
3849	b-ct-d
3850	bm-ct-d
3851	ts-ct-d
3852	sa-karba
3853	s-karni
3854	s-klobat
3855	s-c4-ty
3856	s-ch100cl
3857	s-ch100al
3858	b-kras-d
3859	bm-kras-d
3860	ts-kras-d
3861	b-kras-mr
3862	bm-kras-mr
3863	ts-kras-mr
3864	cu-krea
3865	b-ldlre-d
3866	pt-limak-r
3872	u-metseu
3873	du-mta
3874	du-mhistam
3875	cu-mhistam
3876	li-antib
3877	-myplag
3878	cu-na
3879	b-nf-d
3880	am-nf-d
3881	pl-nf-d
3882	b-nras-d
3883	bm-nras-d
3884	ts-nras-d
3885	b-nras-mr
3886	bm-nras-mr
3887	ts-nras-mr
3888	-hpvag
3889	-hpvvi
3890	pt-gendis
3894	s-propfen
3895	s-proh
3896	s-pche
3898	mm-rasva
3899	s-retab
3900	s-sip
3901	sp-sitraat
3902	-morfo
3903	s-str
3904	b-tcr-d
3905	bm-tcr-d
3906	ts-tcr-d
3907	s-toxoab
3908	s-toxoaba
3909	s-toxoavi
3910	pt-tolb-r1
3911	pt-tolb-r2
3912	s-trofab
3913	pt-trom-r
3914	pt-rr-pa
3915	s-verpa
3920	s-alprat
3921	u-al
3922	s-amiod
3923	s-amylp
3924	u-amylp
3925	s-amylinh
3926	s-adiolg
3927	fs-bkarot
3928	b-bents
3929	s-chpsabm
3931	b-dnalink
3932	pt-ekg-sr
3935	am-fviii-d
3936	b-fviii-d
3937	pl-fviii-d
3938	u-fenol
3939	p-fidd-o
3940	am-fibrl-d
3941	b-fibrl-d
3942	pl-fibrl-d
3943	ts-fibrl-d
3945	u-formia
3946	s-gvgaba
3947	b-gelso-d
3948	u-glyf
3949	s-halop
3950	s-hepyab
3951	s-hepyabo
3952	f-hepyag
3953	s-hepyaba
3954	s-hepyabg
3955	s-hepyabm
3956	ts-hladr
3957	s-ohkarba
3958	u-metfor
3959	s-5-ht
3960	ts-il2r-o
3962	u-cp
3963	s-klorprm
3964	s-klotsa
3965	b-co
3966	s-ictp
3969	u-cot
3975	li-borrab
3977	u-naftol
3982	s-nordiat
3984	s-norfluo
3985	s-norklob
3986	s-norklom
3987	s-nortrim
3990	ts-fnab
3991	s-pentob
3994	p-tpa
3995	p-tpai
3996	s-pt
3997	f-plesvi
3998	-pncaag
3999	fs-pcb
4000	p-ps-agv
4002	am-rb-d
4003	b-rb-d
4004	pl-rb-d
4009	pt-syveahe
4010	pt-sykvar
4011	pt-sykvapa
4012	ts-cya-o
4014	-cmviag
4015	u-tl
4019	s-temats
4020	u-ttca
4021	-toxoag
4022	b-fc11
4023	b-fc113
4024	u-tricp
4025	p-trombot
4026	s-trats
4027	ex-tbvi
4028	s-tpoab
4031	p-vwf-ag
4032	p-vwfrco
4034	ts-abortti
4035	ts-aa-o
4036	ts-aches-o
4037	as-syto
4038	bl-bal-1
4039	bl-bal-2
4040	bf-syto
4041	ts-dnafc
4042	he-pad
4043	ts-padgast
4044	pt-papa-1
4045	pt-papa-2
4046	ne-pad
4047	sk-pad-if
4049	ln-pad
4050	pt-konsulp
4051	ts-padpika
4052	ts-pad-em
4053	ts-pad-if
4054	ts-pad-1
4055	ts-pad-2
4056	ts-pad-3
4057	m-pad
4059	li-syto
4060	bo-pad
4061	bm-pad
4062	st-syto
4064	lr-pad
4065	ki-pad-em
4066	ki-pad-if
4067	ki-pad
4068	ns-syto
4069	pt-obd-1
4070	pt-obd-2
4071	pt-obd-3
4072	pt-obd-4
4075	-hpvnho
4076	pf-syto
4077	mf-syto
4078	u-syto
4080	ex-syto
4082	pt-acth-r4
4083	pt-acthrp
4084	cu-alb-mi
4085	s-adiolg
4088	-amebvr
4090	as-ace
4091	s-apoety
4092	b-apoe-d
4093	b-baktjvi
4094	pp-baktvi
4095	s-borrabg
4096	s-borrabm
4097	-borrvi
4098	s-c1inhbk
4099	li-ca12-5
4100	s-chtrabg
4101	s-cdt
4102	ts-mitok-d
4103	f-ehec
4104	sp-e-vit
4105	s-elasab
4106	b-hgi
4107	b-hg-org
4108	s-ecp
4109	s-ebnaab
4110	ts-estrres
4111	s-e1so4
4112	b-frax-d
4113	p-fidd
4114	s-ps-abg
4115	s-ps-abm
4116	s-gangab
4117	ts-hepyvi
4118	ts-her2n-d
4119	s-htlvab
4120	s-ifnab
4121	pt-kapto-r
4122	li-cea
4124	s-catg-ab
4125	s-keraab
4126	s-testab
4127	s-koka-o
4128	u-koka-o
4129	pt-konsulf
4130	pt-konsulk
4132	pt-konsulm
4133	pt-konsn-2
4136	li-hcg
4137	pt-hcg-r2
4138	pt-hcg-r3
4139	ts-mac
4141	b-ldlrh-d
4142	b-ldlrp-d
4143	s-lakf-ab
4144	fs-lipo(a)
4145	b-lycd4
4146	s-lzmab
4147	s-metmal
4148	s-mpoab
4149	s-mpoabg
4150	s-mypnabg
4151	s-mypnabm
4154	-onch-o
4155	p-pthrp
4156	s-parvab
4157	ub-pvk+t
4158	ts-progres
4160	s-pr3ab
4161	fs-ffa-fr
4162	fs-vlcfa
4163	fp-rensubs
4165	s-salmaba
4166	du-sitraat
4167	-strjvi
4168	s-cmvabg
4169	s-cmvabm
4170	p-tc1tc2
4171	s-ftaabs
4172	s-trypg1
4173	s-trypg2
4174	u-trypg1
4175	u-trypg2
4176	li-tati
4177	us-t4
4178	uv-vekaas
4179	ua-vekaas
4180	b-vrabtu2
4181	b-vrabtu3
4183	pi-pad
4184	sk-padihot
4185	-syto-ih
4186	-sytoish
4187	cn-pad
4188	lu-pad
4189	ut-syto
4190	ts-pad-eh
4191	ts-pad-ih
4192	ts-pad-ish
4193	ts-padkert
4194	ts-pad-4
4195	bo-pad-mor
4196	b-alko
4197	u-alko
4198	af-amylp
4199	as-amylp
4200	li-borrabg
4201	li-borrabm
4202	-borrnho
4203	u-bupre-o
4204	s-chpnabm
4205	-chtrif
4206	u-chtrnho
4207	s-desip
4208	s-dmklots
4209	-dnaex
4210	u-erytdys
4211	p-fix-ab
4212	u-fidd-o
4213	u-fidd
4214	p-fibrkap
4215	m-pfk
4216	m-phrla
4217	m-phrl
4218	p-hepalog
4219	p-hepakle
4221	u-huum-o
4223	s-imp
4224	s-ige-sse
4225	s-igg1
4226	s-igg2
4227	s-igg3
4228	s-igg4
4229	du-karni
4230	m-cpt1
4231	m-cpt2
4232	as-cea
4233	s-cef
4234	s-hcg-a
4235	s-hcg-b-v
4236	s-ck-mbm
4237	-legi-o
4238	b-apaap
4239	bm-apaap
4240	ly-t-cd4
4241	ly-t-cd8
4242	b-cd25
4243	b-cd54
4244	-myconho
4245	-mycohe
4246	m-mad
4247	b-nk
4248	u-orotaat
4249	s-parvabg
4250	s-parvabm
4251	s-sindabm
4252	b-porf-d
4253	s-psacx
4254	s-psa-v
4255	sy-rfwaro
4256	pt-sekrk-r
4257	-sienhe
4258	s-sital
4259	us-t4-v
4260	pt-vaso-r
4261	pt-vwf-sc
4262	p-vwf-ty
4263	pt-lihasp
4264	s-g-csf
4265	s-gm-csf
4266	ly-hladp
4267	b-hladqd
4268	b-nait
4269	s-il2r
4270	s-klorprt
4272	s-leukabo
4273	s-paratab
4274	b-lyag-s
4276	b-tag-ty
4277	b-tag-d
4278	s-tnt
4279	-ana
4280	f-tnf
4281	li-tnf
4282	s-tnf
4283	b-ald-d
4284	pd-alb
4285	s-alko
4286	s-amyls
4287	du-aspglam
4288	b-as-d
4289	li-baktjvi
4290	ps-baktvi
4291	s-biotase
4292	s-blas-ab
4293	s-busulf
4294	s-chpnabg
4295	-chpnvi
4296	f-cldiag
4297	s-cob5abg
4298	s-cob5ab
4299	u-dmet
4300	s-desital
4301	-ec22abg
4302	-evirabg
4303	-evirvi
4304	ns-ecp
4305	s-etoh
4306	ts-frax-d
4307	b-frax
4308	-fraxa
4309	du-gag-fr
4310	du-glylifr
4311	f-ph
4312	s-hbvnho
4313	s-hevab
4314	s-hcvnho
4315	b-hladr-d
4316	b-eda-d
4317	u-ipro
4318	s-jpeab
4319	m-karni
4321	u-hcg-fr
4322	b-chm-d
4323	bm-bcl2-d
4324	ts-bcl2-d
4325	pl-kromos
4326	ub-kromos
4327	ts-cu
4328	s-lamotri
4329	pd-leuk
4330	b-lcd34
4331	bm-lcd34
4332	pd-diffi
4333	s-levomep
4334	pd-lipaas
4335	cu-lh
4336	ly-transfo
4337	b-ly-s
4338	b-lybor-s
4339	fp-mg-ion
4340	b-men1-d
4341	ex-mpo
4342	s-mpo
4343	b-oiiv-d
4344	s-parvnho
4345	-bopenho
4346	s-plasmin
4347	b-pkd1-d
4348	b-pws-d
4349	pd-prot
4350	-rsvvi
4351	-rsvag
4352	du-sial-v
4353	sp-speraba
4354	sp-sperabg
4355	pd-solut
4356	-soluvi
4357	b-sca1-d
4358	-mrsavi
4359	-cmvnho
4360	b-tacro
4361	s-tni
4363	fs-ubikin
4364	pd-urea
4368	-adenag
4369	ps-adenag
4370	b-kinitp
4371	s-adenabg
4372	li-adenabg
4373	-adenab
4374	f-aerovi
4375	-amebvi
4377	p-at3ag
4378	p-apcres
4379	s-arabi
4381	-baktnho
4382	s-bil-glu
4384	-chpnnho
4385	s-rsvab
4386	s-cob4ab
4388	li-cmvabg
4389	li-cmvabm
4390	s-emaba
4391	s-emabg
4392	-evirnho
4393	ts-ents
4394	s-ebveab
4395	s-fidd-o
4397	s-gangabg
4398	s-gangabm
4399	b-hepartp
4400	s-gadab
4401	-hsvpvi
4402	li-hsvabg
4403	li-hsvabm
4404	li-hsvnho
4405	s-hsvabg
4406	s-hsvabm
4407	li-hsvab
4409	s-hhv6ab
4410	b-fv-d
4411	p-fxiii
4412	p-sf8-ab
4413	s-igg3gm
4415	-infaag
4416	-infbag
4417	li-infaabg
4419	s-infaabg
4420	s-infbab
4421	sy-syto
4422	ma-syto
4423	ko-syto
4424	pl-pad
4425	p-luakrvv
4426	p-luakptt
4427	s-langcab
4428	-lepnnho
4429	b-leuxkoe
4431	s-mbl
4432	t-memgp
4433	li-morbabg
4434	li-morbabm
4435	s-morbabg
4436	s-morbabm
4437	-tbevi
4438	b-tbevi
4439	-mypnnho
4440	li-mypnab
4442	s-nuklab
4445	p-tpa-ag
4446	-pncanho
4447	s-anpn
4448	p-pc-ag
4449	p-ps
4452	p-fii-ag
4453	s-puumavi
4455	-rsvabg
4457	s-ricoab
4458	s-rityab
4459	f-virem
4460	-strovi
4461	li-tbeabg
4464	p-tnt-o
